1682247649.834051,0
1682247649.939162,13
1682247650.044141,19
1682247650.151198,20
1682247650.255335,19
1682247650.358921,19
1682247650.462575,20
1682247650.567512,18
1682247650.680595,20
1682247650.784207,19
1682247650.891474,20
1682247651.002150,19
1682247651.105853,19
1682247651.209348,19
1682247651.313599,17
1682247651.417045,18
1682247651.521378,19
1682247651.624815,19
1682247651.728341,18
1682247651.832911,18
1682247651.936653,17
1682247652.040708,17
1682247652.144050,17
1682247652.248461,17
1682247652.351977,17
1682247652.457714,17
1682247652.563236,17
1682247652.669396,18
1682247652.772995,18
1682247652.876958,19
1682247652.980922,19
1682247653.085991,18
1682247653.189913,19
1682247653.297429,18
1682247653.401663,18
1682247653.505515,20
1682247653.609611,19
1682247653.715188,20
1682247653.819887,20
1682247653.925337,20
1682247654.030243,20
1682247654.137404,16
1682247654.241543,19
1682247654.346119,19
1682247654.449576,20
1682247654.552989,20
1682247654.656433,20
1682247654.759814,19
1682247654.863996,19
1682247654.967957,19
1682247655.072105,19
1682247655.176171,18
1682247655.281268,18
1682247655.385841,20
1682247655.497104,20
1682247655.601223,20
1682247655.704969,19
1682247655.812048,20
1682247655.915506,20
1682247656.019737,19
1682247656.123579,20
1682247656.227167,19
1682247656.330633,17
1682247656.434189,17
1682247656.538006,20
1682247656.645566,20
1682247656.750740,20
1682247656.855846,20
1682247656.959237,20
1682247657.063699,20
1682247657.167757,19
1682247657.271336,18
1682247657.375882,18
1682247657.480505,18
1682247657.584085,18
1682247657.687839,20
1682247657.792354,20
1682247657.896546,20
1682247658.002800,19
1682247658.109071,19
1682247658.214725,19
1682247658.321410,19
1682247658.435220,20
1682247658.539756,20
1682247658.643812,19
1682247658.747469,19
1682247658.851106,20
1682247658.954729,19
1682247659.058914,20
1682247659.162645,20
1682247659.267519,20
1682247659.371992,18
1682247659.475481,19
1682247659.595058,18
1682247659.699127,18
1682247659.811652,18
1682247659.915831,20
1682247660.019160,19
1682247660.122421,20
1682247660.226507,20
1682247660.329644,20
1682247660.433453,19
1682247660.537917,17
1682247660.641445,18
1682247660.745215,18
1682247660.849659,18
1682247660.955421,20
1682247661.062320,20
1682247661.165846,20
1682247661.270281,20
1682247661.375205,17
1682247661.478708,18
1682247661.586496,18
1682247661.690838,18
1682247661.794710,17
1682247661.899159,17
1682247662.006448,17
1682247662.110037,18
1682247662.213165,18
1682247662.316885,18
1682247662.420521,18
1682247662.525955,19
1682247662.640959,19
1682247662.750164,20
1682247662.860771,20
1682247662.964832,19
1682247663.068396,19
1682247663.172231,20
1682247663.276573,19
1682247663.381361,19
1682247663.488787,20
1682247663.592298,19
1682247663.696080,19
1682247663.801028,19
1682247663.904984,19
1682247664.016379,19
1682247664.123309,19
1682247664.228161,19
1682247664.335487,19
1682247664.439098,20
1682247664.543057,18
1682247664.646511,17
1682247664.751651,19
1682247664.855688,18
1682247664.961373,19
1682247665.067208,20
1682247665.172729,18
1682247665.277778,19
1682247665.388439,20
1682247665.496328,20
1682247665.600474,20
1682247665.704267,20
1682247665.810330,19
1682247665.913923,20
1682247666.017253,19
1682247666.121021,19
1682247666.224559,20
1682247666.335125,20
1682247666.439716,20
1682247666.545621,20
1682247666.649335,20
1682247666.752630,19
1682247666.855986,19
1682247666.959274,19
1682247667.062869,19
1682247667.167438,19
1682247667.271681,18
1682247667.376490,18
1682247667.483796,19
1682247667.588920,19
1682247667.695545,19
1682247667.799022,19
1682247667.907958,19
1682247668.012051,18
1682247668.118408,18
1682247668.222834,18
1682247668.327891,18
1682247668.432348,18
1682247668.536387,18
1682247668.645715,20
1682247668.754345,20
1682247668.859210,19
1682247668.963497,19
1682247669.067084,19
1682247669.171333,20
1682247669.275048,20
1682247669.379624,20
1682247669.483031,20
1682247669.587727,20
1682247669.691908,19
1682247669.795673,20
1682247669.904765,19
1682247670.008737,19
1682247670.112710,19
1682247670.218964,20
1682247670.328001,18
