1682178765.161569,0
1682178765.274680,0
1682178765.379025,0
1682178765.485962,0
1682178765.590087,0
1682178765.697555,0
1682178765.801078,0
1682178765.936973,0
1682178766.045710,0
1682178766.150191,0
1682178766.261628,0
1682178766.367232,0
1682178766.472257,0
1682178766.576558,0
1682178766.690490,0
1682178766.795410,0
1682178766.901522,0
1682178767.010522,0
1682178767.117945,0
1682178767.223763,0
1682178767.327471,0
1682178767.431262,0
1682178767.536424,0
1682178767.646562,0
1682178767.757455,0
1682178767.862105,0
1682178767.969691,0
1682178768.088158,0
1682178768.218833,0
1682178768.333517,0
1682178768.441399,0
1682178768.547886,0
1682178768.661871,0
1682178768.766857,0
1682178768.871053,0
1682178768.979091,0
1682178769.084537,0
1682178769.188927,0
1682178769.294394,0
1682178769.398809,0
1682178769.503242,0
1682178769.612448,0
1682178769.720374,0
1682178769.824563,0
1682178769.928623,0
1682178770.042823,0
1682178770.149023,0
1682178770.255029,0
1682178770.359672,0
1682178770.464134,0
1682178770.567764,0
1682178770.671975,0
1682178770.776112,0
1682178770.898493,0
1682178771.031213,0
1682178771.139340,0
1682178771.247755,0
1682178771.359555,0
1682178771.463594,0
1682178771.568532,0
1682178771.698113,0
1682178771.801582,0
1682178771.906536,0
1682178772.012401,0
1682178772.117910,0
1682178772.222858,0
1682178772.332666,0
1682178772.437352,0
1682178772.543681,0
1682178772.655855,0
1682178772.759749,0
1682178772.867830,0
1682178772.974094,0
1682178773.081217,0
1682178773.195923,0
1682178773.314188,0
1682178773.431197,0
1682178773.544645,0
1682178773.649280,0
1682178773.755000,0
1682178773.861333,0
1682178773.974314,0
1682178774.079349,0
1682178774.184108,0
1682178774.309353,0
1682178774.422250,0
1682178774.534435,0
1682178774.639860,0
1682178774.747647,0
1682178774.852470,0
1682178774.957688,0
1682178775.061884,0
1682178775.166132,0
1682178775.270017,0
1682178775.385583,0
1682178775.493532,0
1682178775.599234,0
1682178775.705202,0
1682178775.810519,0
1682178775.917931,0
1682178776.022893,0
1682178776.127143,0
1682178776.244476,0
1682178776.354183,0
1682178776.459400,0
1682178776.563305,0
1682178776.679613,0
1682178776.788944,0
1682178776.893564,0
1682178776.999222,0
1682178777.102850,0
1682178777.209088,0
1682178777.317260,0
1682178777.428474,0
1682178777.538371,0
1682178777.642636,0
1682178777.750594,0
1682178777.855921,0
1682178777.961034,0
1682178778.065383,0
1682178778.171980,0
1682178778.276751,0
1682178778.380331,0
1682178778.485431,0
1682178778.594371,0
1682178778.701631,0
1682178778.806692,0
1682178778.912355,0
1682178779.019830,0
1682178779.139860,0
1682178779.246479,0
1682178779.354212,0
1682178779.464147,0
1682178779.568333,0
1682178779.679904,0
1682178779.787837,0
1682178779.893191,0
1682178779.996774,0
1682178780.100559,0
1682178780.219805,0
1682178780.330137,0
1682178780.434789,0
1682178780.539850,0
1682178780.644654,0
1682178780.764559,0
1682178780.870031,0
