1682246812.766879,0
1682246812.875298,11
1682246812.978879,22
1682246813.082957,31
1682246813.187404,41
1682246813.293722,51
1682246813.397539,58
1682246813.501131,71
1682246813.605005,84
1682246813.710450,95
1682246813.814125,100
1682246813.919413,99
1682246814.023566,100
1682246814.139111,100
1682246814.243933,98
1682246814.348832,100
1682246814.454024,100
1682246814.557512,100
1682246814.661523,100
1682246814.766335,99
1682246814.870158,100
1682246814.974883,100
1682246815.078248,100
1682246815.181530,100
1682246815.285801,100
1682246815.395281,99
1682246815.508683,99
1682246815.613077,99
1682246815.720380,99
1682246815.829440,99
1682246815.934120,100
1682246816.038010,99
1682246816.141352,99
1682246816.245009,98
1682246816.348447,98
1682246816.452728,100
1682246816.558969,100
1682246816.663539,100
1682246816.766847,99
1682246816.870506,99
1682246816.973851,100
1682246817.080488,99
1682246817.184540,99
1682246817.288875,100
1682246817.392771,100
1682246817.496085,99
1682246817.600125,91
1682246817.703619,82
1682246817.807428,80
1682246817.912343,79
1682246818.016496,81
1682246818.125236,82
1682246818.229442,81
1682246818.334631,83
1682246818.438489,83
1682246818.542919,80
1682246818.646558,79
1682246818.750058,78
1682246818.853417,78
1682246818.957004,78
1682246819.060704,78
1682246819.164066,77
1682246819.268819,77
1682246819.374083,78
1682246819.480833,77
1682246819.587526,78
1682246819.692862,78
1682246819.797226,78
1682246819.909740,78
1682246820.014461,78
1682246820.117976,80
1682246820.221874,79
1682246820.325768,79
1682246820.429270,79
1682246820.534348,79
1682246820.639207,81
1682246820.742530,81
1682246820.846040,81
1682246820.951149,81
1682246821.057729,80
1682246821.161247,79
1682246821.265750,79
1682246821.371122,80
1682246821.482046,80
1682246821.586059,79
1682246821.690661,80
1682246821.795962,81
1682246821.900982,81
1682246822.005197,80
1682246822.109474,80
1682246822.213350,81
1682246822.319111,83
1682246822.423535,83
1682246822.531595,83
1682246822.637207,82
1682246822.742753,83
1682246822.847277,84
1682246822.951305,84
1682246823.054966,84
1682246823.158717,84
1682246823.263031,83
1682246823.366477,83
1682246823.469794,83
1682246823.574319,85
1682246823.681944,85
1682246823.785983,85
1682246823.896421,84
1682246824.002199,85
1682246824.106631,83
1682246824.210486,84
1682246824.316313,83
1682246824.420039,84
1682246824.523734,85
1682246824.627031,85
1682246824.730788,85
1682246824.834687,85
1682246824.938390,85
1682246825.045552,86
1682246825.150260,86
1682246825.254117,86
1682246825.359695,87
1682246825.463206,85
1682246825.566888,87
1682246825.671026,85
1682246825.774468,87
1682246825.879114,87
1682246825.984011,88
1682246826.089970,89
1682246826.195182,88
1682246826.299907,89
1682246826.410244,88
1682246826.513717,88
1682246826.617535,89
1682246826.721056,89
1682246826.825190,89
1682246826.929843,90
1682246827.035099,90
1682246827.139256,90
1682246827.242576,89
1682246827.346618,89
1682246827.451072,89
1682246827.556477,88
1682246827.661620,89
1682246827.765376,89
1682246827.869577,88
1682246827.973831,88
1682246828.078566,87
1682246828.181908,88
1682246828.286375,88
1682246828.390199,88
1682246828.494333,88
1682246828.598327,89
1682246828.702700,90
1682246828.810745,91
1682246828.919736,91
1682246829.025325,91
1682246829.131057,90
1682246829.236578,91
1682246829.340103,89
1682246829.445323,89
1682246829.549650,90
1682246829.653407,87
1682246829.757881,87
1682246829.861683,87
1682246829.966338,85
1682246830.069833,86
1682246830.175172,86
1682246830.280038,86
1682246830.391719,87
1682246830.495065,87
1682246830.598759,91
1682246830.702923,91
1682246830.806793,91
1682246830.913279,91
1682246831.018383,91
1682246831.122495,91
1682246831.225847,90
1682246831.330117,91
1682246831.434038,91
1682246831.537797,90
1682246831.643042,91
1682246831.751283,91
1682246831.856065,91
1682246831.961396,92
1682246832.067405,91
1682246832.171418,92
1682246832.276733,93
1682246832.380475,93
1682246832.483970,93
1682246832.587685,93
1682246832.692187,94
1682246832.795798,94
1682246832.904250,94
1682246833.017922,94
1682246833.123783,95
1682246833.227685,94
1682246833.337102,94
1682246833.441828,93
1682246833.546299,94
1682246833.649849,94
1682246833.754669,94
1682246833.859433,94
1682246833.964594,93
1682246834.069526,93
1682246834.172734,95
1682246834.276694,95
1682246834.386482,95
1682246834.489804,95
1682246834.594793,96
1682246834.699105,96
1682246834.804018,96
1682246834.909095,96
1682246835.012514,98
1682246835.116643,98
1682246835.219996,98
1682246835.324765,98
1682246835.431098,97
1682246835.536198,98
1682246835.643543,97
1682246835.747956,98
1682246835.861760,97
1682246835.974635,98
1682246836.078694,98
1682246836.182257,98
1682246836.285813,98
1682246836.391746,97
1682246836.495960,98
1682246836.599508,98
1682246836.703035,98
1682246836.817366,97
1682246836.921034,98
1682246837.025034,98
1682246837.132102,95
1682246837.242880,90
1682246837.346592,92
1682246837.450894,92
1682246837.554718,92
1682246837.659139,93
1682246837.771131,92
1682246837.875025,91
1682246837.978992,97
1682246838.082552,97
1682246838.186196,97
1682246838.289395,97
1682246838.392885,97
1682246838.496925,97
1682246838.600432,97
1682246838.706127,96
1682246838.810092,97
1682246838.914675,96
1682246839.019653,97
1682246839.123903,98
1682246839.228393,97
1682246839.332839,97
1682246839.437397,97
1682246839.544102,98
1682246839.647716,97
1682246839.751477,98
1682246839.855850,98
1682246839.959706,98
1682246840.064911,99
1682246840.169654,99
1682246840.275952,99
1682246840.382729,100
1682246840.486952,100
1682246840.592609,100
1682246840.696261,100
1682246840.800122,100
1682246840.903631,100
1682246841.007647,98
1682246841.112561,99
1682246841.216482,98
1682246841.321442,99
1682246841.424926,99
1682246841.529722,91
1682246841.634778,83
1682246841.741410,76
1682246841.850919,74
1682246841.954853,74
1682246842.058332,73
1682246842.161867,72
1682246842.266199,71
1682246842.376337,70
1682246842.480193,72
1682246842.586590,70
1682246842.690293,71
1682246842.794386,72
1682246842.899191,72
1682246843.003373,72
1682246843.107156,71
1682246843.211011,71
1682246843.316388,69
1682246843.421139,68
1682246843.525597,68
1682246843.631537,67
1682246843.735234,61
1682246843.839757,58
1682246843.944250,58
1682246844.048218,57
1682246844.152690,57
1682246844.257258,57
1682246844.361588,56
1682246844.465041,57
1682246844.569324,56
1682246844.674218,57
1682246844.778101,58
1682246844.881838,59
1682246844.985368,59
1682246845.090124,58
1682246845.196029,57
1682246845.300430,58
1682246845.405554,58
1682246845.512157,58
1682246845.616526,58
1682246845.720539,57
1682246845.824319,56
1682246845.929845,57
1682246846.033799,57
1682246846.138806,56
1682246846.242637,56
1682246846.347758,56
1682246846.451348,57
1682246846.555053,57
1682246846.659159,57
1682246846.763637,58
1682246846.867174,57
1682246846.970813,57
1682246847.074659,58
1682246847.178384,57
1682246847.282057,57
1682246847.385381,57
1682246847.488813,57
1682246847.592216,57
1682246847.695930,57
1682246847.799559,57
1682246847.903191,57
1682246848.007424,57
1682246848.113754,58
1682246848.219658,58
1682246848.328643,58
1682246848.432003,58
1682246848.543670,59
1682246848.648418,56
1682246848.753298,48
